""	"pca_fb"	"clusterB"	"BJHTERT_SKIN"	"rowname"	"origin"	"cell_name"
"1"	1	0.883515639244588	0.891344759536072	"pca_fb"	"pca_fb"	NA
"2"	0.900705923515681	0.872635791037814	0.858569685403494	"HS834T_SKIN"	"SKIN"	"HS834T"
"3"	0.899483659464947	0.877125609074971	0.859001489456693	"HS606T_BREAST"	"BREAST"	"HS606T"
"4"	0.897437695255295	0.882850194741684	0.868390987377143	"HS281T_BREAST"	"BREAST"	"HS281T"
"5"	0.897250785324635	0.849461892520618	0.849355967240203	"HS688AT_SKIN"	"SKIN"	"HS688AT"
"6"	0.897144643895203	0.866792662559709	0.859170782131173	"RS5_PLEURA"	"PLEURA"	"RS5"
"7"	0.896233354309277	0.865960284308139	0.8501587112563	"HS600T_SKIN"	"SKIN"	"HS600T"
"8"	0.895323727883015	0.881348869137223	0.862749782395496	"HS934T_SKIN"	"SKIN"	"HS934T"
"9"	0.894920142171838	0.871486874496373	0.854136277028487	"HS274T_BREAST"	"BREAST"	"HS274T"
"10"	0.894787562277127	0.850147093616106	0.839137990304534	"DM3_PLEURA"	"PLEURA"	"DM3"
"11"	0.894704168851988	0.878169153517263	0.862561735594424	"HS343T_BREAST"	"BREAST"	"HS343T"
"12"	0.893842364282836	0.874521918265079	0.854681401867796	"HS698T_LARGE_INTESTINE"	"LARGE_INTESTINE"	"HS698T"
"13"	0.89320469635684	0.869094526080631	0.852422170980006	"HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HS616T"
"14"	0.892948098563977	0.874837480310426	0.864432891729263	"HS863T_BONE"	"BONE"	"HS863T"
"15"	0.891839834972042	0.887938997464986	0.862167244849403	"HS888T_BONE"	"BONE"	"HS888T"
"16"	0.891344759536072	0.857531774377416	1	"BJHTERT_SKIN"	"SKIN"	"BJHTERT"
"17"	0.891092209757283	0.860410835190788	0.847001107353413	"HS737T_BONE"	"BONE"	"HS737T"
"18"	0.890936126720244	0.870432607423273	0.846202019823012	"HS821T_BONE"	"BONE"	"HS821T"
"19"	0.88810990354557	0.852935659618468	0.844718043562792	"HS822T_BONE"	"BONE"	"HS822T"
"20"	0.888076342775644	0.869358183413881	0.853056122154828	"TE125T_SOFT_TISSUE"	"SOFT_TISSUE"	"TE125T"
"21"	0.888064164140305	0.876951543408545	0.856085420160642	"HLFA_LUNG"	"LUNG"	"HLFA"
"22"	0.887645220182251	0.881513070377329	0.862176330391285	"HS618T_LUNG"	"LUNG"	"HS618T"
"23"	0.886350185319356	0.869930378505038	0.856805948828004	"HS940T_SKIN"	"SKIN"	"HS940T"
"24"	0.884058305308238	0.866866424655104	0.853813906166021	"HS742T_BREAST"	"BREAST"	"HS742T"
"25"	0.883515639244588	1	0.857531774377416	"clusterB"	"clusterB"	NA
"26"	0.882313040385997	0.866607917334441	0.853235582994439	"HS739T_BREAST"	"BREAST"	"HS739T"
"27"	0.88212926245116	0.856486229358711	0.837683799413781	"HS571T_OVARY"	"OVARY"	"HS571T"
"28"	0.879438367544956	0.868206944303297	0.856575525063234	"HS840T_UPPER_AERODIGESTIVE_TRACT"	"UPPER_AERODIGESTIVE_TRACT"	"HS840T"
"29"	0.87729497110999	0.855237618281905	0.840707270600051	"HS839T_SKIN"	"SKIN"	"HS839T"
"30"	0.876096393036607	0.8527539631794	0.841083031509661	"TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"TO175T"
"31"	0.876019715052852	0.865599892545571	0.876995090969932	"TIG3TD_LUNG"	"LUNG"	"TIG3TD"
"32"	0.874476478208543	0.879324486190639	0.857961334005403	"HS229T_LUNG"	"LUNG"	"HS229T"
"33"	0.874475818106271	0.862637958203256	0.840571251494047	"HS675T_LARGE_INTESTINE"	"LARGE_INTESTINE"	"HS675T"
"34"	0.874147965383308	0.850364718783933	0.839626527482484	"HS819T_BONE"	"BONE"	"HS819T"
"35"	0.869848970563197	0.850908431983309	0.838885831044964	"TE159T_SOFT_TISSUE"	"SOFT_TISSUE"	"TE159T"
"36"	0.869589967412559	0.88372783858987	0.841098425315425	"SW579_THYROID"	"THYROID"	"SW579"
"37"	0.869465124142794	0.895508230564378	0.84432039292753	"CAL78_BONE"	"BONE"	"CAL78"
"38"	0.86869357346223	0.865271560631237	0.850059526808284	"HS895T_SKIN"	"SKIN"	"HS895T"
"39"	0.868577624944846	0.865994915458956	0.845086461209648	"HS751T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HS751T"
"40"	0.867472185216466	0.86992521285588	0.844346391633971	"HS172T_URINARY_TRACT"	"URINARY_TRACT"	"HS172T"
"41"	0.865425447853693	0.892437863150157	0.835950432577582	"SW1783_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SW1783"
"42"	0.864573893308218	0.885026394844112	0.829398334328827	"SNU201_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU201"
"43"	0.864127741944023	0.892507562934385	0.840287519275926	"CGTHW1_THYROID"	"THYROID"	"CGTHW1"
"44"	0.864124475593266	0.838919047022359	0.827959857557453	"T173_BONE"	"BONE"	"T173"
"45"	0.86327299919165	0.868997607456698	0.828308782011118	"RH18_SOFT_TISSUE"	"SOFT_TISSUE"	"RH18"
"46"	0.863104264828076	0.893264953492934	0.828276875875756	"8305C_THYROID"	"THYROID"	"8305C"
"47"	0.861497708682352	0.869921011602347	0.818017795155515	"SNU489_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU489"
"48"	0.861456342880521	0.881227487431424	0.843243705651498	"HS729_SOFT_TISSUE"	"SOFT_TISSUE"	"HS729"
"49"	0.861011536021669	0.88473776505786	0.839725552926902	"SNU1105_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU1105"
"50"	0.860856314702341	0.883079073877862	0.841062435389926	"YH13_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"YH13"
"51"	0.860419506932016	0.857504094241532	0.805589832628514	"JL1_PLEURA"	"PLEURA"	"JL1"
"52"	0.860068103360851	0.873928531210347	0.837255613783618	"HS578T_BREAST"	"BREAST"	"HS578T"
"53"	0.858107004188658	0.853250265644909	0.82859097492764	"HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HS604T"
"54"	0.855789463337914	0.896221319909894	0.857033280189319	"HEKTE_KIDNEY"	"KIDNEY"	"HEKTE"
"55"	0.855300318860755	0.881764199925815	0.834100357000155	"U138MG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U138MG"
"56"	0.854780929777383	0.848438617128991	0.828886869130305	"HS255T_LARGE_INTESTINE"	"LARGE_INTESTINE"	"HS255T"
"57"	0.853043545594313	0.883922629231728	0.826888846908658	"SW1353_BONE"	"BONE"	"SW1353"
"58"	0.851808877405503	0.846681792535529	0.828256566114828	"HS870T_BONE"	"BONE"	"HS870T"
"59"	0.851566779208269	0.882663378407019	0.82623733882713	"CAS1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"CAS1"
"60"	0.851227107288335	0.89094296921912	0.825434815250427	"SNU685_ENDOMETRIUM"	"ENDOMETRIUM"	"SNU685"
"61"	0.851120830552958	0.884810671883222	0.831911168398637	"NCIH2052_PLEURA"	"PLEURA"	"NCIH2052"
"62"	0.850861909354845	0.864499410206611	0.843916241764242	"LN382_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN382"
"63"	0.850389713267291	0.884017904985785	0.819931854214896	"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"DBTRG05MG"
"64"	0.85018159137548	0.889688968624459	0.832527065733272	"HS683_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"HS683"
"65"	0.850167926188963	0.888312841308095	0.831835185566287	"SW1088_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SW1088"
"66"	0.84979495764327	0.878316722677486	0.825826224907422	"MOGGCCM_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"MOGGCCM"
"67"	0.849743255204089	0.873004385518702	0.844536771992162	"LN340_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN340"
"68"	0.849327321307768	0.872638127444	0.831789507496599	"OUMS27_BONE"	"BONE"	"OUMS27"
"69"	0.84915490756017	0.891357123207641	0.830263612773024	"GMS10_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"GMS10"
"70"	0.849061917155533	0.90909438029441	0.814724819951986	"RERFLCMS_LUNG"	"LUNG"	"RERFLCMS"
"71"	0.848905523257716	0.888529486144984	0.829430016943061	"A172_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"A172"
"72"	0.848445080788389	0.887974221732748	0.829886422626816	"T98G_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"T98G"
"73"	0.847987978321762	0.873464391873104	0.805129263609688	"FTC133_THYROID"	"THYROID"	"FTC133"
"74"	0.847960011151459	0.861970676564681	0.84469452167595	"U178_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U178"
"75"	0.847817835132374	0.887577884980267	0.811276610419605	"U251MG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U251MG"
"76"	0.847751513375547	0.899237555786041	0.825777189718977	"RERFLCSQ1_LUNG"	"LUNG"	"RERFLCSQ1"
"77"	0.847665309351879	0.878613087138132	0.817366122438921	"OV7_OVARY"	"OVARY"	"OV7"
"78"	0.846607802644636	0.886423122272282	0.827274251014901	"BECKER_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"BECKER"
"79"	0.846419942576826	0.894146216036617	0.826404993447724	"ESS1_ENDOMETRIUM"	"ENDOMETRIUM"	"ESS1"
"80"	0.84620385941341	0.883614193978904	0.832127526701538	"SKLMS1_SOFT_TISSUE"	"SOFT_TISSUE"	"SKLMS1"
"81"	0.845706807278267	0.894215431110195	0.822861239709269	"CALU1_LUNG"	"LUNG"	"CALU1"
"82"	0.84491763749053	0.876719797036044	0.84185733451986	"OELE_OVARY"	"OVARY"	"OELE"
"83"	0.84431845410196	0.890012972012646	0.81599936282795	"YKG1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"YKG1"
"84"	0.844309340286812	0.85593531221295	0.843396405186125	"LN443_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN443"
"85"	0.844198933670153	0.889972998231653	0.834327014348074	"RPMI7951_SKIN"	"SKIN"	"RPMI7951"
"86"	0.844065784237356	0.876431732066452	0.818796767271839	"SF126_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SF126"
"87"	0.843589823836217	0.871049689415616	0.822010980086573	"42MGBA_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"42MGBA"
"88"	0.843461686004616	0.879005364531596	0.831483533162199	"SJSA1_BONE"	"BONE"	"SJSA1"
"89"	0.842925364763717	0.889376868388593	0.821914601645761	"NMCG1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"NMCG1"
"90"	0.842834074236787	0.857912158569842	0.818244564481836	"HS706T_BONE"	"BONE"	"HS706T"
"91"	0.842774919409775	0.864249364304189	0.820016093548273	"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"CCFSTTG1"
"92"	0.841983601607967	0.892816129725235	0.820243966193275	"TT2609C02_THYROID"	"THYROID"	"TT2609C02"
"93"	0.841828339612078	0.8783625767194	0.835305503829012	"M059K_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"M059K"
"94"	0.841492191215831	0.862598108009922	0.838622519204671	"LN235_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN235"
"95"	0.841388272027733	0.895588285000234	0.818169590545168	"RERFLCAI_LUNG"	"LUNG"	"RERFLCAI"
"96"	0.840904891911286	0.883920322164941	0.806474776681512	"SNU182_LIVER"	"LIVER"	"SNU182"
"97"	0.840713342238569	0.899833454402975	0.814095515813947	"GAMG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"GAMG"
"98"	0.840285568667094	0.887932264438684	0.815418995939857	"H4_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"H4"
"99"	0.840187095410935	0.862218062512268	0.823674249084295	"DKMG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"DKMG"
"100"	0.840089682928795	0.851513418275271	0.812722506022456	"G292CLONEA141B1_BONE"	"BONE"	"G292CLONEA141B1"
"101"	0.839998593400209	0.867466238510956	0.814921040581823	"MDST8_LARGE_INTESTINE"	"LARGE_INTESTINE"	"MDST8"
"102"	0.839624736346844	0.875377874899584	0.849406482994841	"A1207_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"A1207"
"103"	0.839577503949992	0.888893055321479	0.804516345511216	"HCC2279_LUNG"	"LUNG"	"HCC2279"
"104"	0.83915759513766	0.856314892009	0.833184658416075	"U343_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U343"
"105"	0.838759044040248	0.880689947494679	0.837896716534352	"LN215_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN215"
"106"	0.8384452165995	0.888119756939715	0.819434997664613	"SF295_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SF295"
"107"	0.838418884378147	0.883105726977722	0.822222242676617	"NCIH2452_PLEURA"	"PLEURA"	"NCIH2452"
"108"	0.838351313818542	0.880472817730036	0.830549742482398	"WM793_SKIN"	"SKIN"	"WM793"
"109"	0.838204831977297	0.886372067902262	0.829691781596879	"IGR39_SKIN"	"SKIN"	"IGR39"
"110"	0.838030143224803	0.913015935877613	0.817260533512207	"SNU475_LIVER"	"LIVER"	"SNU475"
"111"	0.837717982857082	0.884362094545406	0.827695482098332	"HCC364_LUNG"	"LUNG"	"HCC364"
"112"	0.837659408872719	0.869708346390559	0.807014012350593	"59M_OVARY"	"OVARY"	"59M"
"113"	0.837575467777739	0.870121255858748	0.818291373872845	"U118MG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U118MG"
"114"	0.837269265478827	0.887101873387855	0.816500357898197	"MOGGUVW_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"MOGGUVW"
"115"	0.837015097866777	0.873627906556506	0.818627333771839	"KNS81_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"KNS81"
"116"	0.837004355554175	0.875010177872899	0.820849136587344	"KS1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"KS1"
"117"	0.836833342402955	0.877884658514994	0.818879266654901	"BT549_BREAST"	"BREAST"	"BT549"
"118"	0.836806699576399	0.883785706494322	0.818652443477079	"YD8_UPPER_AERODIGESTIVE_TRACT"	"UPPER_AERODIGESTIVE_TRACT"	"YD8"
"119"	0.836366022393989	0.880003725826338	0.814022574936425	"TM31_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"TM31"
"120"	0.835772783359797	0.871148891265146	0.815549126318577	"SKNSH_AUTONOMIC_GANGLIA"	"AUTONOMIC_GANGLIA"	"SKNSH"
"121"	0.83517674725994	0.898449371988902	0.815770729869311	"LXF289_LUNG"	"LUNG"	"LXF289"
"122"	0.835171548871446	0.902425695170605	0.810143072175257	"SNU1272_KIDNEY"	"KIDNEY"	"SNU1272"
"123"	0.834950107725054	0.888051708326678	0.813837705688851	"KNS60_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"KNS60"
"124"	0.834807921020557	0.861867107790816	0.835350618325701	"CH157MN_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"CH157MN"
"125"	0.834641056714441	0.874076287200305	0.810702249290115	"KPNSI9S_AUTONOMIC_GANGLIA"	"AUTONOMIC_GANGLIA"	"KPNSI9S"
"126"	0.834427378131135	0.892094135777374	0.806563416008144	"NCIH2228_LUNG"	"LUNG"	"NCIH2228"
"127"	0.83430344480778	0.899651299219957	0.807696839946894	"TUHR4TKB_KIDNEY"	"KIDNEY"	"TUHR4TKB"
"128"	0.83423378781395	0.877594048036617	0.828521691427793	"SLR20_KIDNEY"	"KIDNEY"	"SLR20"
"129"	0.833985128163384	0.924816152117097	0.813947252024558	"SNU886_LIVER"	"LIVER"	"SNU886"
"130"	0.83398510657832	0.894406041236242	0.8189876423543	"TE8_OESOPHAGUS"	"OESOPHAGUS"	"TE8"
"131"	0.833647016579094	0.887783869584021	0.809432719925883	"SNB19_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNB19"
"132"	0.833584703703583	0.865607602640463	0.804076636966715	"HS294T_SKIN"	"SKIN"	"HS294T"
"133"	0.833511553076998	0.874790678560906	0.817999705428767	"NCIH196_LUNG"	"LUNG"	"NCIH196"
"134"	0.833500921456771	0.886124422922675	0.817336464996461	"CAL120_BREAST"	"BREAST"	"CAL120"
"135"	0.833404269945745	0.919231712756223	0.823733885775829	"SNU423_LIVER"	"LIVER"	"SNU423"
"136"	0.833281626667726	0.880164794808657	0.817099532932222	"GI1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"GI1"
"137"	0.833192820144916	0.892293944877128	0.825175031009958	"8505C_THYROID"	"THYROID"	"8505C"
"138"	0.833089300693928	0.845277921530565	0.807866867306704	"SNU466_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU466"
"139"	0.833017933423244	0.89222787172151	0.802675142026676	"8MGBA_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"8MGBA"
"140"	0.832925031323584	0.904472301553785	0.812151541206888	"SW1710_URINARY_TRACT"	"URINARY_TRACT"	"SW1710"
"141"	0.832537842498983	0.88150515135421	0.821484371257696	"KALS1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"KALS1"
"142"	0.832462663336296	0.885908282505545	0.80604900386765	"SCC15_UPPER_AERODIGESTIVE_TRACT"	"UPPER_AERODIGESTIVE_TRACT"	"SCC15"
"143"	0.832250184715262	0.864874704877402	0.803044584891673	"U87MG_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"U87MG"
"144"	0.831982253330997	0.888920867601325	0.821121701816492	"LMSU_STOMACH"	"STOMACH"	"LMSU"
"145"	0.831902809103034	0.881579015712693	0.825959652768335	"UOK101_KIDNEY"	"KIDNEY"	"UOK101"
"146"	0.831902377899985	0.881274738701276	0.803471515510803	"MDAMB436_BREAST"	"BREAST"	"MDAMB436"
"147"	0.831755704424834	0.899330005428273	0.809322272313798	"TUHR10TKB_KIDNEY"	"KIDNEY"	"TUHR10TKB"
"148"	0.83092693887203	0.872243729327004	0.815560492214669	"RD_SOFT_TISSUE"	"SOFT_TISSUE"	"RD"
"149"	0.83089127754281	0.873543223278832	0.814535642345662	"HS939T_SKIN"	"SKIN"	"HS939T"
"150"	0.830793376224913	0.86596144578955	0.807385331031385	"WM115_SKIN"	"SKIN"	"WM115"
"151"	0.830610697474546	0.892041993731261	0.80376616157147	"SKOV3_OVARY"	"OVARY"	"SKOV3"
"152"	0.830336547284438	0.873218982565513	0.796786711052416	"NCIH1563_LUNG"	"LUNG"	"NCIH1563"
"153"	0.82986529990616	0.865460154608033	0.797363725352946	"SNU626_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU626"
"154"	0.829384588192117	0.864555268002375	0.817431517046426	"MG63_BONE"	"BONE"	"MG63"
"155"	0.829171300013715	0.867005562004762	0.799531399562701	"COLO818_SKIN"	"SKIN"	"COLO818"
"156"	0.828807924939435	0.857286896521023	0.797186550711491	"SKMEL24_SKIN"	"SKIN"	"SKMEL24"
"157"	0.828480897079357	0.871280441191215	0.814209819941072	"MPP89_PLEURA"	"PLEURA"	"MPP89"
"158"	0.828443865093956	0.882301461334811	0.803715399920493	"SNU410_PANCREAS"	"PANCREAS"	"SNU410"
"159"	0.828296768122148	0.905605669118099	0.813910851526906	"SNU387_LIVER"	"LIVER"	"SNU387"
"160"	0.828293358387256	0.90168893136177	0.796551759437575	"JHH2_LIVER"	"LIVER"	"JHH2"
"161"	0.82825521541371	0.877418011150506	0.806508228523421	"1321N1_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"1321N1"
"162"	0.828184114247583	0.891676201156992	0.800195549066029	"NCIH1975_LUNG"	"LUNG"	"NCIH1975"
"163"	0.827436948612001	0.863031896711047	0.799436727371799	"GOS3_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"GOS3"
"164"	0.827436249560742	0.884873524403611	0.819908052492179	"HOS_BONE"	"BONE"	"HOS"
"165"	0.82739019168713	0.877073868454263	0.808782939840485	"ML1_THYROID"	"THYROID"	"ML1"
"166"	0.827194812480665	0.873070744822706	0.805988937019304	"HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"HDMYZ"
"167"	0.827014618213852	0.890996847345943	0.813562238496784	"JMSU1_URINARY_TRACT"	"URINARY_TRACT"	"JMSU1"
"168"	0.826745360938217	0.862929880655345	0.806193316893447	"ISTMES1_PLEURA"	"PLEURA"	"ISTMES1"
"169"	0.826701924706712	0.898781669639092	0.811175457150905	"LCLC103H_LUNG"	"LUNG"	"LCLC103H"
"170"	0.826543218834638	0.869480053910066	0.799645927143555	"HS944T_SKIN"	"SKIN"	"HS944T"
"171"	0.826539559735481	0.879802568316393	0.80161848638198	"SKLU1_LUNG"	"LUNG"	"SKLU1"
"172"	0.826504722476504	0.873997741233283	0.828376713241741	"LN428_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN428"
"173"	0.825050063728533	0.888595314091842	0.821166538544596	"T24_URINARY_TRACT"	"URINARY_TRACT"	"T24"
"174"	0.824901892918777	0.864549345310079	0.788504491096291	"SNU738_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"SNU738"
"175"	0.824410304810614	0.877756839709512	0.810839076978322	"BFTC909_KIDNEY"	"KIDNEY"	"BFTC909"
"176"	0.824262498804619	0.869077838408016	0.804064220682462	"KG1C_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"KG1C"
"177"	0.824030881460132	0.847843854642174	0.817141750991807	"F5_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"F5"
"178"	0.823791918230546	0.885809543854508	0.805428059761251	"DAOY_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"DAOY"
"179"	0.823541195188061	0.874857334566478	0.811229396019924	"J82_URINARY_TRACT"	"URINARY_TRACT"	"J82"
"180"	0.823216939433903	0.881778473357632	0.812128846223348	"MSTO211H_PLEURA"	"PLEURA"	"MSTO211H"
"181"	0.823212062001229	0.876078538115434	0.807534689958697	"LN229_CENTRAL_NERVOUS_SYSTEM"	"CENTRAL_NERVOUS_SYSTEM"	"LN229"
"182"	0.822979279862397	0.870254110643462	0.799627870261207	"COLO829_SKIN"	"SKIN"	"COLO829"
"183"	0.82246937083036	0.889716169280432	0.799588545099879	"ACHN_KIDNEY"	"KIDNEY"	"ACHN"
"184"	0.822455614267117	0.888681758915981	0.806847129030657	"MDAMB231_BREAST"	"BREAST"	"MDAMB231"
"185"	0.82215317500898	0.874362289157633	0.807221131664226	"WM1799_SKIN"	"SKIN"	"WM1799"
"186"	0.822008328289811	0.869387822958729	0.799264560537042	"S117_SOFT_TISSUE"	"SOFT_TISSUE"	"S117"
